user_id,day,session_count_mean_14d,avg_session_duration_mean_14d,active_hours_entropy_mean_14d,action_type_entropy_mean_14d,inter_day_variability_mean_14d
user_0,13,3.5270923392708986,17.491399837594958,0.5258695677299523,0.5828590712920624,0.16366866232606017
user_0,14,3.5243521314329023,17.483660178421825,0.5211842497219685,0.5769585847957731,0.15652963512884546
user_0,15,3.512719759191124,17.479867293720297,0.5232835718158461,0.5853479947641487,0.17151861227390872
user_0,16,3.5244867283113765,17.483211449147817,0.5228408865872117,0.5855771680733978,0.1741343680045999
user_0,17,3.5224415331153054,17.471943234639415,0.5196498085193945,0.5895159530282432,0.17642670135753732
user_0,18,3.5222632016345683,17.474933262223693,0.5188470956401332,0.5829566129461077,0.16748752649913207
user_0,19,3.510213995494627,17.477239357044606,0.5184985552190347,0.5798737228881101,0.21777241538427608
user_0,20,3.500076384119201,17.493727223207458,0.5238995324568679,0.5817669690192764,0.2275935320574142
user_0,21,3.487342700629633,17.483665809956,0.5299356411446391,0.5767295359656662,0.23775142148818557
user_0,22,3.4917250847266277,17.486135783400815,0.519998097011321,0.572603999279243,0.23273975271179803
user_0,23,3.4785423633671764,17.495357572315754,0.5307925320096614,0.5863208261939999,0.2311462748288368
user_0,24,3.468549991420317,17.50303885842842,0.5243713908023028,0.5792782977385321,0.23245227206159136
user_0,25,3.474294826552564,17.50911694791301,0.5255461213261217,0.5758621636204577,0.23029892879231326
user_0,26,3.467709784179999,17.488234065542198,0.5267310774966597,0.5834185094834182,0.2332265160567409
user_0,27,3.463415622681702,17.491232043121865,0.5262645088544398,0.5836306662255649,0.23132481844767677
user_0,28,3.4634661343147672,17.502536053461935,0.5301875503581159,0.5842702034021993,0.22516925356640535
user_0,29,3.4770261904426265,17.509591038892697,0.523518170281376,0.5774830035376314,0.24532292981897216
user_0,30,3.4532158327435805,17.504557077570702,0.5260446930032208,0.5748251123895898,0.25064681552825985
user_0,31,3.4494269151717587,17.52097548449742,0.5285466744595279,0.5703675031360681,0.24500195398683575
user_0,32,3.4610557774377697,17.53632099880183,0.5279852845283179,0.5706934467174862,0.24776772897022417
user_0,33,3.456604020510984,17.54361359878786,0.5297385998132432,0.5706215775092636,0.20188156826381745
user_0,34,3.474028549136542,17.531831941845905,0.5286891926279451,0.5764027050448294,0.19500037686511246
user_0,35,3.5063114929605783,17.80546677483744,0.5317851213735872,0.5897665129250823,0.1925351103357049
user_0,36,3.5050528157852594,18.076395319321765,0.5264472278494495,0.5962549623534086,0.19602456505166024
user_0,37,3.5236135857033304,18.349635080876546,0.5211937488037043,0.6083937536585057,0.19118439366721796
user_0,38,3.528978183163567,18.62811113647738,0.5280825083044258,0.6187484100843003,0.18120034826629625
user_0,39,3.5050813891746873,18.909157635657866,0.5274885550356859,0.6253558299899689,0.1824341438763197
user_0,40,3.500528011751597,19.190216738747672,0.5163894798466198,0.6320717245176721,0.17268257579482654
user_0,41,3.50300580132195,19.466733234481104,0.5103691798434478,0.6391951485236741,0.17476106037668135
user_0,42,3.4967055324641683,19.73219512790357,0.5075150131982652,0.6545281251973796,0.19175375899434816
user_0,43,3.4783831379974566,20.01373695407037,0.5075420936708445,0.6631867092170115,0.1643714431131062
user_0,44,3.489420423454395,20.286298059777273,0.5042130423970648,0.6703943113242686,0.1521946939542074
user_0,45,3.4906404921875622,20.552263368391497,0.5009032550202271,0.6791539040766222,0.1466928363600337
user_0,46,3.4703152380945173,20.820850086075097,0.4969454710472735,0.6917299102246594,0.1593552522638688
user_0,47,3.4878385570460795,21.09529756900817,0.49856596225182387,0.7116363464311802,0.16661483773224364
user_0,48,3.4774788235642373,21.375390703510952,0.5076833780603002,0.7153545195219039,0.17675247684678716
user_0,49,3.4514833083617917,21.383839651928383,0.5022766199899044,0.7129104448924789,0.17681948784912824
user_0,50,3.4441548395873745,21.389992751461694,0.5080516954619395,0.7152059485447468,0.17717797742967725
user_0,51,3.451817537460276,21.387032160599485,0.5131232217047982,0.7010362656360526,0.171326152406893
user_0,52,3.4494760876503032,21.379847377444936,0.5134522098201245,0.7044248292663517,0.1794283478392688
user_0,53,3.4484077704339784,21.374444190099123,0.5137685466059876,0.7052079385095613,0.17327804138127947
user_0,54,3.466571456186224,21.383211303914916,0.5240751059486499,0.7066943673782113,0.18089010844360706
user_0,55,3.472762963579304,21.38402554052965,0.534393526302438,0.7121682311469987,0.17857737509633978
user_0,56,3.4832757437058897,21.400591840018603,0.5345780002972143,0.7096029248431969,0.17470692355309894
