user_id,day,feature,contribution,direction
user_0,56,action_type_entropy,0.18550192536477106,increase
user_0,56,avg_session_duration,0.18221853952713718,increase
user_0,56,inter_day_variability,-0.1750442829991336,decrease
user_0,57,action_type_entropy,0.18629635424634125,increase
user_0,57,avg_session_duration,0.18216549825949185,increase
user_0,57,inter_day_variability,-0.17058506129930934,decrease
user_0,58,action_type_entropy,0.1851054289003213,increase
user_0,58,avg_session_duration,0.18040204338095306,increase
user_0,58,inter_day_variability,-0.15715297108519108,decrease
user_0,59,action_type_entropy,0.18325954965131552,increase
user_0,59,avg_session_duration,0.17710387962136215,increase
user_0,59,inter_day_variability,-0.1338457887208806,decrease
user_0,60,action_type_entropy,0.17901677220166184,increase
user_0,60,avg_session_duration,0.17219489880786096,increase
user_0,60,inter_day_variability,-0.12325247780442078,decrease
user_0,61,action_type_entropy,0.17059650625619963,increase
user_0,61,avg_session_duration,0.16572691314742594,increase
user_0,61,inter_day_variability,-0.12082068382355503,decrease
user_0,62,action_type_entropy,0.16153525341964176,increase
user_0,62,avg_session_duration,0.15770112052920668,increase
user_0,62,inter_day_variability,-0.11301117595611887,decrease
user_0,63,action_type_entropy,0.15286514234507426,increase
user_0,63,avg_session_duration,0.14972892753118527,increase
user_0,63,inter_day_variability,-0.09966713794897779,decrease
user_0,64,action_type_entropy,0.14406285263414487,increase
user_0,64,avg_session_duration,0.14181947879136478,increase
user_0,64,inter_day_variability,-0.08338411705427412,decrease
user_0,65,action_type_entropy,0.13812662725170233,increase
user_0,65,avg_session_duration,0.13401411701477028,increase
user_0,65,inter_day_variability,-0.05947603039032991,decrease
user_0,66,action_type_entropy,0.1313534235196989,increase
user_0,66,avg_session_duration,0.12639087506816096,increase
user_0,66,inter_day_variability,-0.041135843146792556,decrease
user_0,67,action_type_entropy,0.12514764605777695,increase
user_0,67,avg_session_duration,0.11892408219371921,increase
user_0,67,active_hours_entropy,0.033243034984307536,increase
user_0,68,action_type_entropy,0.11838874233890699,increase
user_0,68,avg_session_duration,0.111514079152522,increase
user_0,68,active_hours_entropy,0.034958856319085796,increase
user_0,69,action_type_entropy,0.11103358296161234,increase
user_0,69,avg_session_duration,0.1041951255042834,increase
user_0,69,active_hours_entropy,0.03415826022049748,increase
user_0,70,action_type_entropy,0.1045520418258872,increase
user_0,70,avg_session_duration,0.09680336902693644,increase
user_0,70,inter_day_variability,0.0564657320264141,increase
user_0,71,action_type_entropy,0.09797930264100149,increase
user_0,71,avg_session_duration,0.08956159836392795,increase
user_0,71,inter_day_variability,0.07983729391713619,increase
user_0,72,inter_day_variability,0.0949960507104884,increase
user_0,72,action_type_entropy,0.09269043391093615,increase
user_0,72,avg_session_duration,0.08250626470955083,increase
user_0,73,inter_day_variability,0.10327593485815656,increase
user_0,73,action_type_entropy,0.08534904046522057,increase
user_0,73,avg_session_duration,0.07537344796028236,increase
user_0,74,inter_day_variability,0.13068557200612735,increase
user_0,74,action_type_entropy,0.07804811480653592,increase
user_0,74,avg_session_duration,0.06838790193170088,increase
user_0,75,inter_day_variability,0.16629389448414614,increase
user_0,75,action_type_entropy,0.07157191468576907,increase
user_0,75,avg_session_duration,0.061392714669043134,increase
user_0,76,inter_day_variability,0.16759504778620005,increase
user_0,76,action_type_entropy,0.06452165907222283,increase
user_0,76,avg_session_duration,0.05448627769063396,increase
user_0,77,inter_day_variability,0.16631315483369802,increase
user_0,77,action_type_entropy,0.057378243469242265,increase
user_0,77,avg_session_duration,0.047683596182757144,increase
user_0,78,inter_day_variability,0.1631329807916098,increase
user_0,78,action_type_entropy,0.050612571973051496,increase
user_0,78,avg_session_duration,0.04101002588336289,increase
user_0,79,inter_day_variability,0.15184876811234854,increase
user_0,79,action_type_entropy,0.043726026648669716,increase
user_0,79,avg_session_duration,0.03486222556630855,increase
user_0,80,inter_day_variability,0.14333803242443102,increase
user_0,80,action_type_entropy,0.0372757671434851,increase
user_0,80,avg_session_duration,0.029190051568751797,increase
user_0,81,inter_day_variability,0.1293840117943658,increase
user_0,81,action_type_entropy,0.03246743609224557,increase
user_0,81,avg_session_duration,0.02403337408173925,increase
user_0,82,inter_day_variability,0.11196685163429207,increase
user_0,82,action_type_entropy,0.028121236938755186,increase
user_0,82,avg_session_duration,0.019378666774753462,increase
user_0,83,inter_day_variability,0.08981642688732563,increase
user_0,83,action_type_entropy,0.02364238792400191,increase
user_0,83,avg_session_duration,0.0152395861571916,increase
user_0,84,inter_day_variability,0.06484871519108719,increase
user_0,84,action_type_entropy,0.019112037692760677,increase
user_0,84,session_count,-0.012100215990911243,decrease
user_0,85,inter_day_variability,0.04729217788970631,increase
user_0,85,action_type_entropy,0.012337635038608843,increase
user_0,85,session_count,-0.011336805176168268,decrease
user_0,86,inter_day_variability,0.03080392123356477,increase
user_0,86,session_count,-0.010678408042022719,decrease
user_0,86,active_hours_entropy,-0.008429994833434,decrease
user_0,87,active_hours_entropy,-0.011348730447561045,decrease
user_0,87,inter_day_variability,0.011289186395189128,increase
user_0,87,session_count,-0.009914558860630108,decrease
user_0,88,inter_day_variability,-0.02162425859615108,decrease
user_0,88,active_hours_entropy,-0.01383242947706692,decrease
user_0,88,session_count,-0.008371624404850026,decrease
user_0,89,inter_day_variability,-0.05445296890947435,decrease
user_0,89,active_hours_entropy,-0.014525839874756495,decrease
user_0,89,session_count,-0.007363205314649193,decrease
user_1,56,inter_day_variability,0.27449915910008077,increase
user_1,56,active_hours_entropy,-0.059638172501650176,decrease
user_1,56,action_type_entropy,-0.05238301084380075,decrease
user_1,57,inter_day_variability,0.3150452296205465,increase
user_1,57,active_hours_entropy,-0.059304555727339614,decrease
user_1,57,action_type_entropy,-0.05005940905127297,decrease
user_1,58,inter_day_variability,0.2938718819656576,increase
user_1,58,active_hours_entropy,-0.058790576106061254,decrease
user_1,58,action_type_entropy,-0.04861428627767732,decrease
user_1,59,inter_day_variability,0.27824863189801713,increase
user_1,59,active_hours_entropy,-0.05457008812078851,decrease
user_1,59,action_type_entropy,-0.04563089297070683,decrease
user_1,60,inter_day_variability,0.26458633880262994,increase
user_1,60,active_hours_entropy,-0.04919459019935548,decrease
user_1,60,action_type_entropy,-0.04411702927056125,decrease
user_1,61,inter_day_variability,0.24875241641948467,increase
user_1,61,action_type_entropy,-0.040867045795214524,decrease
user_1,61,active_hours_entropy,-0.04055167895379898,decrease
user_1,62,inter_day_variability,0.2346674760069332,increase
user_1,62,action_type_entropy,-0.03517377794036578,decrease
user_1,62,active_hours_entropy,-0.033285914231284845,decrease
user_1,63,inter_day_variability,0.23262389414054532,increase
user_1,63,action_type_entropy,-0.030079462657402887,decrease
user_1,63,active_hours_entropy,-0.02644696755270468,decrease
user_1,64,inter_day_variability,0.20407084860685823,increase
user_1,64,action_type_entropy,-0.024710466663232112,decrease
user_1,64,active_hours_entropy,-0.018550966573927945,decrease
user_1,65,inter_day_variability,0.1746267437189076,increase
user_1,65,action_type_entropy,-0.01937307935190055,decrease
user_1,65,active_hours_entropy,-0.01177644861249889,decrease
user_1,66,inter_day_variability,0.15064600566487896,increase
user_1,66,action_type_entropy,-0.013643626205721014,decrease
user_1,66,session_count,0.007541153215566897,increase
user_1,67,inter_day_variability,0.12369058314635442,increase
user_1,67,action_type_entropy,-0.008833834206893357,decrease
user_1,67,session_count,0.0065449245759388085,increase
user_1,68,inter_day_variability,0.11221515387627667,increase
user_1,68,active_hours_entropy,0.010019789767944275,increase
