user_id,day,drift_score
user_0,56,0.17876146210653346
user_0,57,0.17874308920510062
user_0,58,0.17704749570667005
user_0,59,0.17384736360193703
user_0,60,0.1690686103028267
user_0,61,0.16275689815509875
user_0,62,0.15491464974993366
user_0,63,0.1471209731225306
user_0,64,0.13938435533072016
user_0,65,0.13174782137280636
user_0,66,0.12428609167315034
user_0,67,0.11697536424520992
user_0,68,0.1097138420847867
user_0,69,0.10253724486497162
user_0,70,0.09528560000133729
user_0,71,0.08817754216547742
user_0,72,0.08125020309218416
user_0,73,0.0742416248021822
user_0,74,0.06737768557016517
user_0,75,0.060507407637994205
user_0,76,0.05371754478772593
user_0,77,0.0470311426236097
user_0,78,0.04047260422783661
user_0,79,0.034433328867208055
user_0,80,0.02886363621426769
user_0,81,0.023812507061223058
user_0,82,0.019248293222481828
user_0,83,0.015198875084259203
user_0,84,0.011706920424350956
user_0,85,0.008692452204900848
user_0,86,0.006079581227278801
user_0,87,0.0040888245586177575
user_0,88,0.002498162071948719
user_0,89,0.0015679357734664334
user_1,56,0.004384608625651755
user_1,57,0.00482151929646456
user_1,58,0.00474774192807287
user_1,59,0.0046306614051328104
user_1,60,0.004572117996484319
user_1,61,0.004426207669322287
user_1,62,0.004167295798444243
user_1,63,0.003958125133597724
user_1,64,0.0036334637839221767
user_1,65,0.003332592875757131
user_1,66,0.0030275790499756923
user_1,67,0.002645178480318792
user_1,68,0.0023618996606992473
user_1,69,0.0020033811595169208
user_1,70,0.0017709768139483415
user_1,71,0.0017831495694372436
user_1,72,0.0019114505063024853
user_1,73,0.0021510379282801413
user_1,74,0.002297776698516831
user_1,75,0.002375370293859748
user_1,76,0.002487246886388972
user_1,77,0.0026757324554063985
user_1,78,0.002616066254214581
user_1,79,0.002564929571691778
user_1,80,0.0025997978917838816
user_1,81,0.002636086750279724
user_1,82,0.0029195580209915362
user_1,83,0.003027261137079976
user_1,84,0.003117339664885584
user_1,85,0.003262096693708941
user_1,86,0.0033487493198364406
user_1,87,0.00346034930270153
user_1,88,0.003457065977931912
user_1,89,0.003425403893225785
user_10,56,0.002648282065716991
user_10,57,0.0023985261791739025
user_10,58,0.0023767839644088084
user_10,59,0.0025045640786025224
user_10,60,0.0028099816344833734
user_10,61,0.0033196848219018377
user_10,62,0.0041492395534466
user_10,63,0.0046370892962013695
user_10,64,0.005161724674257779
user_10,65,0.0055929194426846
user_10,66,0.006100043345401739
user_10,67,0.006480006553173011
user_10,68,0.006740300907892907
user_10,69,0.006663538911204222
user_10,70,0.006572488467782499
user_10,71,0.006351988887763528
user_10,72,0.006375258089149229
user_10,73,0.006380363180563796
user_10,74,0.006462064236598842
user_10,75,0.006469578128055891
user_10,76,0.0063359090701959305
user_10,77,0.006416475624690044
user_10,78,0.006685870535908999
user_10,79,0.006855026508573058
user_10,80,0.006886415641391485
user_10,81,0.0070383898751986106
user_10,82,0.006875093249066001
user_10,83,0.006680578883653191
user_10,84,0.006131255215017031
user_10,85,0.00556048400797196
user_10,86,0.004924271766803149
user_10,87,0.004301800521021232
user_10,88,0.00348572785662959
user_10,89,0.0031293439785795157
user_100,56,0.0026255818891434747
user_100,57,0.002632893894508356
user_100,58,0.002694751115835657
user_100,59,0.0026556020780030376
user_100,60,0.0027217944810986553
user_100,61,0.0026921596737178237
user_100,62,0.0029367678811608963
user_100,63,0.0030960313365516684
user_100,64,0.0030834013118617885
user_100,65,0.0029968755136955843
user_100,66,0.0029346638789195575
user_100,67,0.00279707077642091
user_100,68,0.0026293252761465983
user_100,69,0.0024242107471290713
user_100,70,0.0022390953489467404
user_100,71,0.0021345903915429005
user_100,72,0.0021537177765034135
user_100,73,0.0022457870978862477
user_100,74,0.002375901374481688
user_100,75,0.0026471655863449825
user_100,76,0.002946672368629982
user_100,77,0.00317904679777167
user_100,78,0.00345394243635024
user_100,79,0.0037970210789144174
user_100,80,0.003980912218895478
user_100,81,0.004060127675505687
user_100,82,0.004177297488094429
user_100,83,0.0041967362156085
user_100,84,0.004108376567354068
user_100,85,0.004166801963191217
user_100,86,0.004238865917483384
user_100,87,0.004328746328708467
user_100,88,0.0042915918617977755
user_100,89,0.004167879766014311
user_101,56,0.07518847308225453
user_101,57,0.08217645977139353
user_101,58,0.08915327373156409
user_101,59,0.09586196280691735
user_101,60,0.10238304850409242
user_101,61,0.1087121051313339
user_101,62,0.11461393855839297
user_101,63,0.12001027851868772
user_101,64,0.12531163428788772
user_101,65,0.13035567809653764
user_101,66,0.135021968831356
user_101,67,0.13955386353048904
user_101,68,0.1437334906063635
user_101,69,0.1475526385961346
user_101,70,0.1510169295376057
user_101,71,0.15415788475524886
user_101,72,0.15694031713577314
user_101,73,0.15938891514582404
user_101,74,0.16148424504296913
user_101,75,0.1631870798336716
user_101,76,0.16463778143478897
user_101,77,0.1659259504580727
user_101,78,0.16657051907416295
user_101,79,0.16695619222997404
user_101,80,0.16704285464454616
user_101,81,0.16687055127594083
user_101,82,0.16642314241381556
user_101,83,0.16578096973110434
user_101,84,0.16502613513417352
user_101,85,0.16413034367831084
user_101,86,0.1630557962847066
user_101,87,0.16194844477463324
user_101,88,0.16071387201502685
user_101,89,0.1595517094354753
user_102,56,0.0019133109880485274
user_102,57,0.0019458300520325915
user_102,58,0.001963731946015645
user_102,59,0.0019304997794772944
user_102,60,0.001872449094388959
user_102,61,0.001782188861106621
user_102,62,0.00172727949261827
user_102,63,0.0016265786477546891
user_102,64,0.0014837509503942514
user_102,65,0.0013327251354942739
user_102,66,0.0013661028225436245
user_102,67,0.0012096329826187645
user_102,68,0.001058057627333303
user_102,69,0.001046957702803291
user_102,70,0.0011751204976552868
user_102,71,0.0012618013291808305
user_102,72,0.0015252103664025564
user_102,73,0.001871521759569291
user_102,74,0.0021555633491364187
user_102,75,0.0021582661496651737
user_102,76,0.0022298652166058827
user_102,77,0.002232226417957198
user_102,78,0.0022653879948801225
user_102,79,0.00222752701878276
user_102,80,0.002180580546941039
user_102,81,0.0021085096183608796
user_102,82,0.0021456557359577208
user_102,83,0.0020938118221648294
user_102,84,0.002014672906877871
user_102,85,0.001938831379313704
user_102,86,0.0016756025070076375
user_102,87,0.0014496952339781329
user_102,88,0.0012812830071391704
user_102,89,0.0014682778079725203
user_103,56,0.0020343524123212493
user_103,57,0.0020423565038769718
user_103,58,0.00209121639949939
user_103,59,0.0021918164269417147
user_103,60,0.0024115476999155947
user_103,61,0.0027351885481306883
user_103,62,0.0029284637366994402
user_103,63,0.0031904511046829827
user_103,64,0.0034772969906061695
user_103,65,0.003636914309782858
user_103,66,0.0037429366035120295
user_103,67,0.0038007301700361483
user_103,68,0.0038710810031666295
user_103,69,0.0038718924453128244
user_103,70,0.0036847464965130096
user_103,71,0.0035540416638625717
user_103,72,0.0034132373103119016
user_103,73,0.003146175322504749
user_103,74,0.0030086786741115867
user_103,75,0.0029064107446196245
user_103,76,0.00297291470495856
user_103,77,0.003120873545550504
user_103,78,0.0033291849873295426
user_103,79,0.0035902031382351123
user_103,80,0.0038841293537562626
user_103,81,0.004177911212931336
user_103,82,0.004413397734289083
user_103,83,0.004686953323739568
user_103,84,0.004982674152422248
user_103,85,0.005195326015513168
user_103,86,0.005332107182326657
user_103,87,0.005486044849279153
user_103,88,0.005632428703303743
user_103,89,0.005740142897860882
user_104,56,0.0037536000865288906
user_104,57,0.00351630128807263
user_104,58,0.0031324281434008533
user_104,59,0.002866463086020933
user_104,60,0.0025203681448183165
user_104,61,0.002089141954181281
user_104,62,0.0018211768864677725
user_104,63,0.001472097762793762
user_104,64,0.0010907907610594521
user_104,65,0.0009229000013837367
user_104,66,0.0010705440969293381
user_104,67,0.0013570057730237697
user_104,68,0.0016134601281957445
user_104,69,0.001789071535852947
user_104,70,0.001971054943429804
user_104,71,0.0020650150432571734
user_104,72,0.0022332348767249714
user_104,73,0.0023254536386678633
user_104,74,0.0025199412257529055
user_104,75,0.0027256998753019007
user_104,76,0.0029628942701344853
user_104,77,0.0030721357948802846
user_104,78,0.0031206182408195834
user_104,79,0.0030872834392491623
user_104,80,0.003026142821354162
user_104,81,0.0029548858432348877
user_104,82,0.0028243641773032942
user_104,83,0.002652282140990403
user_104,84,0.0023658937194020726
user_104,85,0.002037929852201272
user_104,86,0.0016551283090759916
user_104,87,0.0013407248700247187
user_104,88,0.001043892225483922
user_104,89,0.0012243815058894754
user_105,56,0.002082126833114941
user_105,57,0.0023761029837671027
user_105,58,0.002596672293690046
user_105,59,0.0027946544504433473
user_105,60,0.002919419499056814
user_105,61,0.002859361790809417
user_105,62,0.0028202105560293177
user_105,63,0.0029149626449866133
user_105,64,0.0029829544044985934
user_105,65,0.002937199576345115
user_105,66,0.002825393207647049
user_105,67,0.0027558158952859907
user_105,68,0.002785741129119365
user_105,69,0.002874772376272769
user_105,70,0.0030554835874877814
user_105,71,0.003202887019021658
user_105,72,0.0034436469429618296
user_105,73,0.003742078164199045
user_105,74,0.004159300812098264
user_105,75,0.004800106899807346
user_105,76,0.005335152203068394
user_105,77,0.005588677489472191
user_105,78,0.005812016194225084
user_105,79,0.006041396089616012
user_105,80,0.006221534822984268
user_105,81,0.006075191057738367
user_105,82,0.0059107979452285
user_105,83,0.005524394070938167
user_105,84,0.005104219845960717
user_105,85,0.004764837050727322
user_105,86,0.004458715069798526
user_105,87,0.004172924785273984
user_105,88,0.0037392122561322825
user_105,89,0.0032556094202855082
user_106,56,0.0031942668142469995
user_106,57,0.0032747752830152663
user_106,58,0.0034145544457658203
user_106,59,0.003541311716846186
user_106,60,0.003638246419939708
user_106,61,0.0036841555998858855
user_106,62,0.0037810725237010954
